DEPT,GR,Helper
682.1424,15.20311,3
682.2948,14.87756,3
682.4472,14.77589,3
682.5996,16.08913,3
682.752,17.45763,3
682.9044,17.57437,3
683.0568,17.93781,3
683.2092,19.8465,3
683.3616,20.50723,3
683.514,20.12614,3
683.6664,18.70333,3
683.8188,16.46732,3
683.9712,15.60678,3
684.1236,15.3789,3
684.276,16.69233,3
684.4284,18.1263,3
684.5808,18.15931,3
684.7332,19.2032,3
684.8856,19.81633,3
685.038,19.81113,3
685.1904,17.87867,3
685.3428,17.05012,3
685.4952,16.77712,3
685.6476,15.56661,3
685.8,15.74777,3
685.9524,15.12047,3
686.1048,14.58572,3
686.2572,14.48312,3
686.4096,16.61166,3
686.562,18.01622,3
686.7144,18.09859,3
686.8668,18.16635,3
687.0192,18.52109,3
687.1716,17.58603,3
687.324,16.75143,3
687.4764,16.5614,3
687.6288,17.49121,3
687.7812,16.65802,3
687.9336,16.17549,3
688.086,17.46101,3
688.2384,18.26514,3
688.3908,16.96542,3
688.5432,15.48563,3
688.6956,13.89114,3
688.848,14.41644,3
689.0004,16.06361,3
689.1528,16.93407,3
689.3052,16.52414,3
689.4576,17.46666,3
689.61,18.48878,3
689.7624,18.50171,3
689.9148,18.36209,3
690.0672,19.61031,3
690.2196,20.48462,3
690.372,19.88876,3
690.5244,17.4579,3
690.6768,15.01125,3
690.8292,12.38728,3
690.9816,11.60563,3
691.134,11.45406,3
691.2864,10.85698,3
691.4388,12.52422,3
691.5912,14.64729,3
691.7436,15.69131,3
691.896,16.08031,3
692.0484,16.62932,3
692.2008,17.95866,3
692.3532,19.16023,3
692.5056,18.95634,3
692.658,18.00409,3
692.8104,17.99557,3
692.9628,18.88405,3
693.1152,19.44235,3
693.2676,18.3815,3
693.42,18.69478,3
693.5724,18.21367,3
693.7248,16.22054,3
693.8772,14.68526,3
694.0296,13.82001,3
694.182,14.97068,3
694.3344,16.49464,3
694.4868,17.55273,3
694.6392,20.39818,3
694.7916,21.13477,3
694.944,20.86127,3
695.0964,19.25755,3
695.2488,17.47293,3
695.4012,16.47804,3
695.5536,17.64198,3
695.706,17.59541,3
695.8584,17.29097,3
696.0108,18.51083,3
696.1632,19.12321,3
696.3156,18.47308,3
696.468,17.59842,3
696.6204,17.1871,3
696.7728,17.52065,3
696.9252,19.85101,3
697.0776,20.66902,3
697.23,21.53503,3
697.3824,23.50838,3
697.5348,23.4048,3
697.6872,24.72707,3
697.8396,26.8165,3
697.992,25.95724,3
698.1444,25.01698,3
698.2968,25.59369,3
698.4492,25.42303,3
698.6016,22.1145,3
698.754,19.73918,3
698.9064,17.92419,3
699.0588,17.09572,3
699.2112,18.37764,3
699.3636,19.59242,3
699.516,20.45413,3
699.6684,21.22012,3
699.8208,21.09995,3
699.9732,19.43791,3
700.1256,16.48386,3
700.278,14.60957,3
700.4304,13.87091,3
700.5828,14.54242,3
700.7352,15.84082,3
700.8876,16.37361,3
701.04,17.92384,3
701.1924,20.46313,3
701.3448,21.94019,3
701.4972,21.88736,3
701.6496,18.69011,3
701.802,16.61758,3
701.9544,17.40924,3
702.1068,18.5666,3
702.2592,18.80109,3
702.4116,18.64897,3
702.564,18.31694,3
702.7164,18.59882,3
702.8688,20.004,3
703.0212,21.21533,3
703.1736,21.92075,3
703.326,20.43359,3
703.4784,21.33641,3
703.6308,20.70131,3
703.7832,19.79419,3
703.9356,20.99174,3
704.088,22.23625,3
704.2404,22.04463,3
704.3928,19.21619,3
704.5452,19.58823,3
704.6976,20.65382,3
704.85,21.38524,3
705.0024,21.70514,3
705.1548,21.92233,3
705.3072,21.30003,3
705.4596,19.53159,3
705.612,19.55875,3
705.7644,17.75407,3
705.9168,16.78964,3
706.0692,16.99048,3
706.2216,17.30717,3
706.374,18.35861,3
706.5264,18.35872,3
706.6788,17.5751,3
706.8312,18.17464,3
706.9836,15.50426,3
707.136,15.65213,3
707.2884,16.76595,3
707.4408,16.82732,3
707.5932,18.66557,3
707.7456,22.1449,3
707.898,20.96169,3
708.0504,19.13815,3
708.2028,18.21544,3
708.3552,19.94473,3
708.5076,21.5869,3
708.66,20.86713,3
708.8124,17.76178,3
708.9648,16.89575,3
709.1172,18.17905,3
709.2696,17.63397,3
709.422,17.04482,3
709.5744,17.54178,3
709.7268,19.56923,3
709.8792,21.23178,3
710.0316,22.16611,3
710.184,20.13864,3
710.3364,18.73807,3
710.4888,18.97717,3
710.6412,18.40794,3
710.7936,19.59192,3
710.946,19.9417,3
711.0984,19.21906,3
711.2508,16.79448,3
711.4032,15.14134,3
711.5556,15.04778,3
711.708,16.35625,3
711.8604,17.02296,3
712.0128,17.5257,3
712.1652,19.04912,3
712.3176,19.45663,3
712.47,21.02007,3
712.6224,22.26604,3
712.7748,22.90269,3
712.9272,22.4023,3
713.0796,20.70073,3
713.232,20.50124,3
713.3844,18.45204,3
713.5368,18.0376,3
713.6892,18.82501,3
713.8416,18.96803,3
713.994,17.4637,3
714.1464,16.02649,3
714.2988,15.6079,3
714.4512,14.62804,3
714.6036,15.71099,3
714.756,17.16698,3
714.9084,18.01833,3
715.0608,18.13904,3
715.2132,15.9718,3
715.3656,16.16068,3
715.518,16.59186,3
715.6704,16.19135,3
715.8228,16.17578,3
715.9752,16.6783,3
716.1276,16.22777,3
716.28,16.00089,3
716.4324,17.34259,3
716.5848,17.85249,3
716.7372,17.45218,3
716.8896,17.59303,3
717.042,19.49953,3
717.1944,21.31038,3
717.3468,22.51218,3
717.4992,22.05843,3
717.6516,20.26627,3
717.804,18.96274,3
717.9564,20.91197,3
718.1088,21.871,3
718.2612,20.70116,3
718.4136,19.58522,3
718.566,20.11369,3
718.7184,21.41049,3
718.8708,20.61577,3
719.0232,19.46687,3
719.1756,18.36859,3
719.328,19.08386,3
719.4804,19.54323,3
719.6328,19.23289,3
719.7852,18.35896,3
719.9376,15.7013,3
720.09,15.09161,3
720.2424,15.35767,3
720.3948,18.12901,3
720.5472,18.10413,3
720.6996,17.48758,3
720.852,17.70345,3
721.0044,18.5031,3
721.1568,18.35391,3
721.3092,17.63603,3
721.4616,17.12531,3
721.614,19.61722,3
721.7664,21.97717,3
721.9188,23.26541,3
722.0712,23.12987,3
722.2236,21.03162,3
722.376,20.66997,3
722.5284,21.22401,3
722.6808,22.40639,3
722.8332,21.20226,3
722.9856,21.47261,3
723.138,22.68695,3
723.2904,20.26181,3
723.4428,20.17699,3
723.5952,20.06947,3
723.7476,19.4543,3
723.9,18.46472,3
724.0524,18.54131,3
724.2048,19.99846,3
724.3572,21.06487,3
724.5096,20.06802,3
724.662,18.96092,3
724.8144,18.48483,3
724.9668,18.91296,3
725.1192,20.67323,3
725.2716,23.2003,3
725.424,23.94095,3
725.5764,20.80701,3
725.7288,21.19743,3
725.8812,20.95863,3
726.0336,20.33394,3
726.186,19.42084,3
726.3384,18.96803,3
726.4908,20.63396,3
726.6432,22.11803,3
726.7956,19.44922,3
726.948,19.6684,3
727.1004,21.58221,3
727.2528,20.34422,3
727.4052,19.05627,3
727.5576,18.3773,3
727.71,18.75529,3
727.8624,18.06319,3
728.0148,17.19899,3
728.1672,16.53133,3
728.3196,16.39755,3
728.472,16.92393,3
728.6244,16.69572,3
728.7768,17.51877,3
728.9292,17.89043,3
729.0816,16.91068,3
729.234,16.65486,3
729.3864,17.30745,3
729.5388,18.45961,3
729.6912,18.53979,3
729.8436,19.27643,3
729.996,19.65282,3
730.1484,19.11169,3
730.3008,18.15668,3
730.4532,18.24875,3
730.6056,18.54004,3
730.758,18.36209,3
730.9104,19.37674,3
731.0628,19.02982,3
731.2152,18.78542,3
731.3676,20.27861,3
731.52,21.31917,3
731.6724,20.89801,3
731.8248,20.25652,3
731.9772,19.02965,3
732.1296,17.83337,3
732.282,17.55859,3
732.4344,18.7982,3
732.5868,20.28004,3
732.7392,20.9536,3
732.8916,21.73634,3
733.044,21.56639,3
733.1964,19.06558,3
733.3488,19.11957,3
733.5012,20.72014,3
733.6536,21.53754,3
733.806,19.40804,3
733.9584,20.29109,3
734.1108,19.20071,3
734.2632,17.77985,3
734.4156,18.28107,3
734.568,20.20534,3
734.7204,20.67438,3
734.8728,21.0471,3
735.0252,19.93144,3
735.1776,19.22162,3
735.33,18.53,3
735.4824,16.8371,3
735.6348,16.54439,3
735.7872,17.51834,3
735.9396,18.05801,3
736.092,16.90858,3
736.2444,16.5806,3
736.3968,17.89323,3
736.5492,18.21858,3
736.7016,17.53627,3
736.854,18.01042,3
737.0064,19.84703,3
737.1588,20.48306,3
737.3112,19.39302,3
737.4636,19.22565,3
737.616,20.64142,3
737.7684,21.59521,3
737.9208,21.30885,3
738.0732,21.3846,3
738.2256,22.17464,3
738.378,22.94362,3
738.5304,20.7328,3
738.6828,20.11572,3
738.8352,19.78331,3
738.9876,18.39391,3
739.14,17.54428,3
739.2924,18.37825,3
739.4448,20.54367,3
739.5972,19.32887,3
739.7496,19.56277,3
739.902,20.12756,3
740.0544,19.76292,3
740.2068,18.73987,3
740.3592,18.91307,3
740.5116,19.99197,3
740.664,19.70366,3
740.8164,18.9494,3
740.9688,20.76041,3
741.1212,20.97264,3
741.2736,22.2148,3
741.426,23.90356,3
741.5784,24.85579,3
741.7308,23.59195,3
741.8832,24.31029,3
742.0356,23.61682,3
742.188,22.12703,3
742.3404,21.72244,3
742.4928,22.5329,3
742.6452,22.43916,3
742.7976,21.63098,3
742.95,22.98027,3
743.1024,22.64238,3
743.2548,22.56798,3
743.4072,23.63503,3
743.5596,22.92343,3
743.712,20.70256,3
743.8644,19.5175,3
744.0168,19.61729,3
744.1692,18.44324,3
744.3216,19.54425,3
744.474,20.0834,3
744.6264,18.47153,3
744.7788,19.06349,3
744.9312,18.92668,3
745.0836,19.34702,3
745.236,20.59772,3
745.3884,21.73012,3
745.5408,22.12268,3
745.6932,22.06906,3
745.8456,22.07353,3
745.998,21.31268,3
746.1504,21.33507,3
746.3028,22.90282,3
746.4552,24.33359,3
746.6076,25.36977,3
746.76,25.30563,3
746.9124,23.44965,3
747.0648,21.30576,3
747.2172,21.35475,3
747.3696,22.81454,3
747.522,24.06525,3
747.6744,24.44888,3
747.8268,22.36732,3
747.9792,21.63884,3
748.1316,22.16696,3
748.284,23.98346,3
748.4364,26.18074,3
748.5888,25.90709,3
748.7412,26.60431,3
748.8936,26.31284,3
749.046,25.71449,3
749.1984,25.97166,3
749.3508,26.59123,3
749.5032,27.03577,3
749.6556,25.75847,3
749.808,23.93631,3
749.9604,23.44852,3
750.1128,22.47145,3
750.2652,21.79913,3
750.4176,22.26082,3
750.57,24.34389,3
750.7224,26.49472,3
750.8748,27.30855,3
751.0272,26.01375,3
751.1796,25.5972,3
751.332,26.98759,3
751.4844,27.58167,3
751.6368,27.53065,3
751.7892,28.58447,3
751.9416,28.89543,3
752.094,27.03851,3
752.2464,25.09064,3
752.3988,23.6192,3
752.5512,23.21872,3
752.7036,23.5226,3
752.856,22.82977,3
753.0084,22.8927,3
753.1608,21.78519,3
753.3132,21.29791,3
753.4656,25.11232,3
753.618,27.85333,3
753.7704,29.44186,3
753.9228,29.18665,3
754.0752,28.6938,3
754.2276,29.52563,3
754.38,29.77888,3
754.5324,30.32755,3
754.6848,31.44302,3
754.8372,31.58537,3
754.9896,32.35483,3
755.142,31.46332,3
755.2944,30.39705,3
755.4468,30.93246,3
755.5992,31.75427,3
755.7516,31.78748,3
755.904,33.03757,3
756.0564,33.96326,3
756.2088,35.39386,3
756.3612,33.45813,3
756.5136,31.61754,3
756.666,30.60442,3
756.8184,32.24066,3
756.9708,34.65491,3
757.1232,36.37454,3
757.2756,36.71304,3
757.428,36.12189,3
757.5804,37.92236,3
757.7328,38.65253,3
757.8852,38.1257,3
758.0376,35.96628,3
758.19,34.47119,3
758.3424,35.60501,3
758.4948,34.69226,3
758.6472,34.3371,3
758.7996,35.76456,3
758.952,36.2565,3
759.1044,32.69785,3
759.2568,28.17592,3
759.4092,26.02936,3
759.5616,25.18983,3
759.714,28.77953,3
759.8664,35.15329,3
760.0188,37.6611,3
760.1712,38.77567,3
760.3236,38.74844,3
760.476,38.31308,3
760.6284,37.448,3
760.7808,37.98505,3
760.9332,38.50449,3
761.0856,37.12152,3
761.238,33.23068,3
761.3904,29.93605,3
761.5428,28.78009,3
761.6952,30.06815,3
761.8476,31.8235,3
762,33.27134,3
762.1524,33.76889,3
762.3048,32.49183,3
762.4572,31.39684,3
762.6096,29.58044,3
762.762,29.90071,3
762.9144,29.79876,3
763.0668,28.46302,3
763.2192,27.61141,3
763.3716,27.99459,3
763.524,29.54202,3
763.6764,29.64258,3
763.8288,30.90601,3
763.9812,31.65386,3
764.1336,31.30051,3
764.286,32.13874,3
764.4384,30.85878,3
764.5908,30.08534,3
764.7432,30.59114,3
764.8956,31.54487,3
765.048,31.09314,3
765.2004,32.59988,3
765.3528,33.42699,3
765.5052,29.11077,3
765.6576,26.54687,3
765.81,24.75334,3
765.9624,24.67296,3
766.1148,26.13677,3
766.2672,27.31365,3
766.4196,27.67854,3
766.572,26.1838,3
766.7244,25.04726,3
766.8768,26.09502,3
767.0292,24.92764,3
767.1816,23.81749,3
767.334,24.49936,3
767.4864,23.92642,3
767.6388,23.10508,3
767.7912,23.09635,3
767.9436,23.67524,3
768.096,24.11051,3
768.2484,21.97375,3
768.4008,21.90505,3
768.5532,22.17308,3
768.7056,20.60453,3
768.858,21.47009,3
769.0104,22.76577,3
769.1628,23.89402,3
769.3152,22.48881,3
769.4676,20.2352,3
769.62,18.69184,3
769.7724,18.32535,3
769.9248,18.55364,3
770.0772,18.45843,3
770.2296,17.66639,3
770.382,17.41637,3
770.5344,17.47761,3
770.6868,18.24848,3
770.8392,19.77145,3
770.9916,21.04785,3
771.144,19.77086,3
771.2964,18.78971,3
771.4488,18.82121,3
771.6012,19.82499,3
771.7536,21.14846,3
771.906,20.8198,3
772.0584,21.40994,3
772.2108,22.17713,3
772.3632,21.45911,3
772.5156,21.21374,3
772.668,21.45983,3
772.8204,20.65141,3
772.9728,19.70841,3
773.1252,18.91663,3
773.2776,18.11699,3
773.43,17.92299,3
773.5824,19.35154,3
773.7348,19.41012,3
773.8872,18.82702,3
774.0396,18.77453,3
774.192,19.51869,3
774.3444,20.26439,3
774.4968,20.1305,3
774.6492,20.90977,3
774.8016,20.59763,3
774.954,21.08809,3
775.1064,22.34975,3
775.2588,23.20287,3
775.4112,22.9617,3
775.5636,23.66041,3
775.716,25.1298,3
775.8684,26.91691,3
776.0208,28.87906,3
776.1732,32.51086,3
776.3256,37.02033,3
776.478,37.74955,3
776.6304,38.64597,3
776.7828,39.27116,3
776.9352,39.02846,3
777.0876,38.71288,3
777.24,37.97395,3
777.3924,39.12479,3
777.5448,40.57098,3
777.6972,39.82838,3
777.8496,37.49522,3
778.002,34.11374,3
778.1544,30.23922,3
778.3068,26.66145,3
778.4592,25.99014,3
778.6116,26.18904,3
778.764,24.08173,3
778.9164,21.31287,3
779.0688,22.21699,3
779.2212,20.91714,3
779.3736,20.77993,3
779.526,22.51081,3
779.6784,23.5836,3
779.8308,23.93923,3
779.9832,24.5933,3
780.1356,25.82785,3
780.288,28.83826,3
780.4404,32.83491,3
780.5928,35.23579,3
780.7452,33.93422,3
780.8976,28.60994,3
781.05,25.63022,3
781.2024,23.99687,3
781.3548,21.60912,3
781.5072,22.03921,3
781.6596,21.95758,3
781.812,20.76359,3
781.9644,20.07094,3
782.1168,22.00748,3
782.2692,25.52105,3
782.4216,28.20583,3
782.574,29.57495,3
782.7264,29.39241,3
782.8788,24.54841,3
783.0312,23.94272,3
783.1836,21.72755,3
783.336,20.47792,3
783.4884,22.32865,3
783.6408,20.15374,3
783.7932,19.45583,3
783.9456,19.27684,3
784.098,18.41553,3
784.2504,19.3886,3
784.4028,21.25362,3
784.5552,23.33387,3
784.7076,25.0875,3
784.86,26.2392,3
785.0124,27.55676,3
785.1648,29.06882,3
785.3172,31.1605,3
785.4696,30.29926,3
785.622,28.17294,3
785.7744,29.7108,3
785.9268,29.55921,3
786.0792,27.74492,3
786.2316,27.27233,3
786.384,30.61715,3
786.5364,32.06995,3
786.6888,33.10551,3
786.8412,33.69846,3
786.9936,30.13451,3
787.146,27.45023,3
787.2984,27.26089,3
787.4508,26.16906,3
787.6032,26.20869,3
787.7556,27.93491,3
787.908,28.50373,3
788.0604,28.12845,3
788.2128,28.5815,3
788.3652,27.11746,3
788.5176,27.61654,3
788.67,27.3462,3
788.8224,26.71621,3
788.9748,23.85721,3
789.1272,21.72966,3
789.2796,22.56836,3
789.432,23.55242,3
789.5844,21.83481,3
789.7368,22.67627,3
789.8892,23.52861,3
790.0416,23.30421,3
790.194,20.85604,3
790.3464,20.50297,3
790.4988,20.13533,3
790.6512,20.77269,3
790.8036,23.45393,3
790.956,23.94141,3
791.1084,23.99294,3
791.2608,24.69177,3
791.4132,24.50541,3
791.5656,23.82888,3
791.718,24.67678,3
791.8704,23.75492,3
792.0228,22.22496,3
792.1752,21.6506,3
792.3276,22.62962,3
792.48,24.97988,3
792.6324,26.48286,3
792.7848,26.28123,3
792.9372,24.60746,3
793.0896,25.04293,3
793.242,26.22567,3
793.3944,27.87984,3
793.5468,29.08471,3
793.6992,28.93387,3
793.8516,30.04512,3
794.004,28.16847,3
794.1564,28.44144,3
794.3088,29.7821,3
794.4612,30.02481,3
794.6136,31.10857,3
794.766,31.03074,3
794.9184,26.80328,3
795.0708,22.31245,3
795.2232,20.64302,3
795.3756,19.73898,3
795.528,20.65287,3
795.6804,23.01159,3
795.8328,23.82852,3
795.9852,27.019,3
796.1376,27.44382,3
796.29,26.29663,3
796.4424,25.15036,3
796.5948,26.13321,3
796.7472,26.15826,3
796.8996,25.93678,3
797.052,25.30146,3
797.2044,22.13593,3
797.3568,20.42932,3
797.5092,22.50657,3
797.6616,23.78527,3
797.814,22.9996,3
797.9664,23.97913,3
798.1188,25.54917,3
798.2712,27.45012,3
798.4236,29.05182,3
798.576,30.20279,3
798.7284,31.37637,3
798.8808,31.97692,3
799.0332,27.83661,3
799.1856,24.78879,3
799.338,22.98141,3
799.4904,23.10607,3
799.6428,25.16114,3
799.7952,25.64287,3
799.9476,26.0238,3
800.1,28.37432,3
800.2524,30.33685,3
800.4048,29.98097,3
800.5572,28.62761,3
800.7096,25.59908,3
800.862,23.1765,3
801.0144,20.59854,3
801.1668,18.97248,3
801.3192,17.61396,3
801.4716,16.65638,3
801.624,16.43098,3
801.7764,17.75505,3
801.9288,19.30427,3
802.0812,19.86312,3
802.2336,15.59632,3
802.386,14.20638,3
802.5384,13.38335,3
802.6908,12.8333,3
802.8432,14.76496,3
802.9956,17.62425,3
803.148,19.70829,3
803.3004,21.39873,3
803.4528,22.46161,3
803.6052,21.93686,3
803.7576,23.30948,3
803.91,24.47102,3
804.0624,22.31743,3
804.2148,21.77414,3
804.3672,20.0857,3
804.5196,19.57763,3
804.672,19.52137,3
804.8244,19.54394,3
804.9768,20.902,3
805.1292,23.15528,3
805.2816,24.46562,3
805.434,24.96388,3
805.5864,24.1979,3
805.7388,23.00673,3
805.8912,23.3228,3
806.0436,23.44427,3
806.196,22.673,3
806.3484,20.46981,3
806.5008,20.47853,3
806.6532,21.74417,3
806.8056,21.85624,3
806.958,21.86193,3
807.1104,23.39648,3
807.2628,24.00595,3
807.4152,23.85941,3
807.5676,22.0468,3
807.72,19.24783,3
807.8724,18.17846,3
808.0248,18.25335,3
808.1772,19.71473,3
808.3296,20.04245,3
808.482,19.85887,3
808.6344,20.26693,3
808.7868,21.3292,3
808.9392,22.48581,3
809.0916,22.55474,3
809.244,20.77521,3
809.3964,19.76079,3
809.5488,18.73534,3
809.7012,16.92249,3
809.8536,17.18887,3
810.006,17.08698,3
810.1584,18.08674,3
810.3108,20.3107,3
810.4632,21.02046,3
810.6156,20.69663,3
810.768,19.86191,3
810.9204,20.35123,3
811.0728,18.99802,3
811.2252,16.70324,3
811.3776,15.88631,3
811.53,17.77525,3
811.6824,19.85401,3
811.8348,21.26713,3
811.9872,22.32895,3
812.1396,22.62373,3
812.292,24.51443,3
812.4444,25.41331,3
812.5968,26.51744,3
812.7492,28.01089,3
812.9016,28.13445,3
813.054,25.54648,3
813.2064,24.24385,3
813.3588,24.23513,3
813.5112,28.2315,3
813.6636,30.61711,3
813.816,32.23552,3
813.9684,31.51527,3
814.1208,30.28295,3
814.2732,30.09153,3
814.4256,26.70066,3
814.578,26.03809,3
814.7304,26.43254,3
814.8828,26.1633,3
815.0352,24.33776,3
815.1876,23.26137,3
815.34,22.62015,3
815.4924,22.55611,3
815.6448,23.04029,3
815.7972,25.85979,3
815.9496,28.86253,3
816.102,31.27686,3
816.2544,33.52196,3
816.4068,33.5452,3
816.5592,31.23219,3
816.7116,26.26381,3
816.864,25.49012,3
817.0164,27.06738,3
817.1688,25.93575,3
817.3212,23.83967,3
817.4736,22.03863,3
817.626,21.21949,3
817.7784,21.45588,3
817.9308,21.4521,3
818.0832,18.78122,3
818.2356,16.62802,3
818.388,15.89769,3
818.5404,16.69439,3
818.6928,16.06371,3
818.8452,16.40724,3
818.9976,18.11627,3
819.15,19.56326,3
819.3024,19.26348,3
819.4548,18.59613,3
819.6072,19.7805,3
819.7596,20.82466,3
819.912,21.45621,3
820.0644,21.52063,3
820.2168,21.43849,3
820.3692,22.7464,3
820.5216,24.61117,3
820.674,26.96344,3
820.8264,30.06323,3
820.9788,31.41577,3
821.1312,30.81554,3
821.2836,33.75347,3
821.436,35.48055,3
821.5884,35.575,3
821.7408,34.89551,3
821.8932,31.48755,3
822.0456,26.81541,3
822.198,23.92516,3
822.3504,24.70711,3
822.5028,26.37085,3
822.6552,27.31583,3
822.8076,27.81656,3
822.96,27.55046,3
823.1124,25.47584,3
823.2648,25.61893,3
823.4172,23.68739,3
823.5696,22.34279,3
823.722,22.03862,3
823.8744,19.03518,3
824.0268,20.52591,3
824.1792,22.43835,3
824.3316,23.03776,3
824.484,22.52563,3
824.6364,22.67474,3
824.7888,27.10503,3
824.9412,30.83319,3
825.0936,32.53088,3
825.246,32.71215,3
825.3984,30.66078,3
825.5508,31.33914,3
825.7032,30.88614,3
825.8556,30.33606,3
826.008,31.6458,3
826.1604,32.92884,3
826.3128,32.74152,3
826.4652,30.06706,3
826.6176,28.03671,3
826.77,25.15444,3
826.9224,25.51104,3
827.0748,26.69072,3
827.2272,27.38332,3
827.3796,27.84194,3
827.532,27.7475,3
827.6844,25.71389,3
827.8368,24.91032,3
827.9892,25.7925,3
828.1416,25.86813,3
828.294,23.99003,3
828.4464,23.29992,3
828.5988,21.51648,3
828.7512,23.3517,3
828.9036,24.11066,3
829.056,24.40724,3
829.2084,22.95259,3
829.3608,20.77983,3
829.5132,18.99104,3
829.6656,18.84637,3
829.818,18.71474,3
829.9704,21.52677,3
830.1228,23.07606,3
830.2752,23.29678,3
830.4276,22.61445,3
830.58,22.90723,3
830.7324,23.86483,3
830.8848,23.80318,3
831.0372,22.86353,3
831.1896,22.53497,3
831.342,23.73828,3
831.4944,23.1616,3
831.6468,23.01682,3
831.7992,24.60638,3
831.9516,23.29984,3
832.104,21.19749,3
832.2564,19.84483,3
832.4088,19.54055,3
832.5612,20.21912,3
832.7136,20.4119,3
832.866,22.2744,3
833.0184,23.24781,3
833.1708,23.5493,3
833.3232,26.1189,3
833.4756,27.71257,3
833.628,28.19513,3
833.7804,21.85644,3
833.9328,21.127,3
834.0852,20.93218,3
834.2376,20.53963,3
834.39,22.51698,3
834.5424,21.37006,3
834.6948,19.70416,3
834.8472,20.03431,3
834.9996,19.86155,3
835.152,18.73762,3
835.3044,19.61284,3
835.4568,20.41216,3
835.6092,19.38248,3
835.7616,17.91443,3
835.914,18.59254,3
836.0664,19.70834,3
836.2188,19.9635,3
836.3712,20.14442,3
836.5236,21.36097,3
836.676,21.15464,3
836.8284,20.66853,3
836.9808,23.81916,3
837.1332,25.07209,3
837.2856,25.25491,3
837.438,24.04114,3
837.5904,21.3688,3
837.7428,20.69434,3
837.8952,22.9408,3
838.0476,23.59531,3
838.2,23.54289,3
838.3524,25.16525,3
838.5048,28.59033,3
838.6572,31.00496,3
838.8096,33.79483,3
838.962,35.5968,3
839.1144,34.21127,3
839.2668,30.13681,3
839.4192,27.03952,3
839.5716,25.14757,3
839.724,20.30058,3
839.8764,18.53482,3
840.0288,16.72319,3
840.1812,16.0898,3
840.3336,16.43034,3
840.486,15.87662,3
840.6384,18.0007,3
840.7908,19.03218,3
840.9432,18.77721,3
841.0956,16.26637,3
841.248,16.16029,3
841.4004,16.09167,3
841.5528,14.2803,3
841.7052,13.59624,3
841.8576,13.70193,3
842.01,14.80309,3
842.1624,16.20248,3
842.3148,16.63435,3
842.4672,17.04581,3
842.6196,17.82304,3
842.772,19.37227,3
842.9244,20.73984,3
843.0768,20.2825,3
843.2292,20.67461,3
843.3816,22.81854,3
843.534,26.15279,3
843.6864,26.78091,3
843.8388,29.19653,3
843.9912,32.7869,3
844.1436,35.7565,3
844.296,38.6098,3
844.4484,41.35147,3
844.6008,43.88049,3
844.7532,45.35345,3
844.9056,46.28305,3
845.058,38.51004,3
845.2104,36.39319,3
845.3628,35.5986,3
845.5152,32.72662,3
845.6676,29.47449,3
845.82,28.02013,3
845.9724,26.6962,3
846.1248,24.46954,3
846.2772,22.22145,3
846.4296,20.56017,3
846.582,19.6272,3
846.7344,20.0636,3
846.8868,20.87332,3
847.0392,20.82368,3
847.1916,21.50832,3
847.344,22.23563,3
847.4964,22.01569,3
847.6488,20.50703,3
847.8012,20.58548,3
847.9536,21.69568,3
848.106,21.71262,3
848.2584,20.52841,3
848.4108,19.7522,3
848.5632,20.54901,3
848.7156,20.92921,3
848.868,19.89148,3
849.0204,19.01323,3
849.1728,18.73178,3
849.3252,18.52094,3
849.4776,18.75728,3
849.63,19.72437,3
849.7824,19.61659,3
849.9348,19.18523,3
850.0872,21.30858,3
850.2396,24.09596,3
850.392,24.14209,3
850.5444,24.47369,3
850.6968,25.30424,3
850.8492,25.35423,3
851.0016,24.02647,3
851.154,25.84468,3
851.3064,26.423,3
851.4588,23.58455,3
851.6112,21.25003,3
851.7636,19.89474,3
851.916,19.78732,3
852.0684,21.61464,3
852.2208,21.88742,3
852.3732,20.15143,3
852.5256,19.64406,3
852.678,21.1116,3
852.8304,22.45389,3
852.9828,22.23068,3
853.1352,24.31378,3
853.2876,25.73312,3
853.44,25.11632,3
853.5924,23.42036,3
853.7448,24.65889,3
853.8972,22.41881,3
854.0496,20.83525,3
854.202,20.79143,3
854.3544,19.73187,3
854.5068,18.39995,3
854.6592,17.81825,3
854.8116,17.048,3
854.964,19.38306,3
855.1164,19.78018,3
855.2688,18.63676,3
855.4212,19.24573,3
855.5736,20.41765,3
855.726,20.84181,3
855.8784,20.46507,3
856.0308,19.66432,3
856.1832,18.91747,3
856.3356,19.94107,3
856.488,21.29379,3
856.6404,21.98491,3
856.7928,22.18561,3
856.9452,24.35689,3
857.0976,25.88376,3
857.25,27.15712,3
857.4024,27.76309,3
857.5548,22.55019,3
857.7072,22.08325,3
857.8596,22.22891,3
858.012,21.14796,3
858.1644,20.86479,3
858.3168,21.44632,3
858.4692,22.42876,3
858.6216,23.74896,3
858.774,24.95728,3
858.9264,26.17052,3
859.0788,27.4929,3
859.2312,26.91206,3
859.3836,27.56628,3
859.536,28.64554,3
859.6884,27.91876,3
859.8408,25.18286,3
859.9932,22.78154,3
860.1456,20.82617,3
860.298,20.0641,3
860.4504,20.66356,3
860.6028,20.16464,3
860.7552,20.20668,3
860.9076,22.00781,3
861.06,22.47667,3
861.2124,22.87253,3
861.3648,32.3421,3
861.5172,35.06577,3
861.6696,37.12534,3
861.822,38.22458,3
861.9744,38.90945,3
862.1268,36.32013,3
862.2792,30.12804,3
862.4316,29.7878,3
862.584,27.31776,3
862.7364,24.97748,3
